"scenario","n","event_target","K","effect","method","selector","candidate","frequency","count","denominator"
22,8000,70,16,"homogeneous","split","prognostic_high","c45-h48",0.032,64,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c45-h48",0.026,52,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c45-h48",0.02,40,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c45-h48",0.038,76,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c45-h48",0.036,72,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c45-h48",0.0225,45,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c45-h48",0.032,64,2000
35,4000,140,16,"heterogeneous","split","prognostic_high","c45-h48",0.0165,33,2000
36,8000,140,16,"heterogeneous","split","prognostic_high","c45-h48",0.013,26,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c45-h48",0.065,130,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c45-h48",0.063,126,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c45-h48",0.06,120,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c45-h48",0.0535,107,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c45-h48",0.0425,85,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c45-h48",0.0345,69,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c45-h48",0.0645,129,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c45-h48",0.0575,115,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c45-h48",0.069,138,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c45-h48",0.055,110,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c45-h48",0.0525,105,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c45-h48",0.0415,83,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c45-h48",0.046,92,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c45-h48",0.0545,109,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c45-h48",0.0475,95,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c45-h48",0.0415,83,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c45-h48",0.028,56,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_low","c45-h48",0.022,44,2000
7,4000,35,16,"null","naive","prognostic_low","c45-h48",0.065,130,2000
8,8000,35,16,"null","naive","prognostic_low","c45-h48",0.063,126,2000
9,4000,70,16,"null","naive","prognostic_low","c45-h48",0.06,120,2000
10,8000,70,16,"null","naive","prognostic_low","c45-h48",0.0535,107,2000
11,4000,140,16,"null","naive","prognostic_low","c45-h48",0.0425,85,2000
12,8000,140,16,"null","naive","prognostic_low","c45-h48",0.0345,69,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c45-h48",0.0645,129,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c45-h48",0.0575,115,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c45-h48",0.069,138,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c45-h48",0.055,110,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c45-h48",0.0525,105,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c45-h48",0.0415,83,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c45-h48",0.046,92,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c45-h48",0.0545,109,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c45-h48",0.0475,95,2000
34,8000,70,16,"heterogeneous","naive","prognostic_low","c45-h48",0.0415,83,2000
35,4000,140,16,"heterogeneous","naive","prognostic_low","c45-h48",0.028,56,2000
36,8000,140,16,"heterogeneous","naive","prognostic_low","c45-h48",0.022,44,2000
7,4000,35,16,"null","split","prognostic_low","c45-h48",0.0635,127,2000
8,8000,35,16,"null","split","prognostic_low","c45-h48",0.062,124,2000
9,4000,70,16,"null","split","prognostic_low","c45-h48",0.0635,127,2000
10,8000,70,16,"null","split","prognostic_low","c45-h48",0.0635,127,2000
11,4000,140,16,"null","split","prognostic_low","c45-h48",0.062,124,2000
12,8000,140,16,"null","split","prognostic_low","c45-h48",0.0585,117,2000
19,4000,35,16,"homogeneous","split","prognostic_low","c45-h48",0.0555,111,2000
20,8000,35,16,"homogeneous","split","prognostic_low","c45-h48",0.062,124,2000
21,4000,70,16,"homogeneous","split","prognostic_low","c45-h48",0.06,120,2000
22,8000,70,16,"homogeneous","split","prognostic_low","c45-h48",0.0705,141,2000
23,4000,140,16,"homogeneous","split","prognostic_low","c45-h48",0.07,140,2000
24,8000,140,16,"homogeneous","split","prognostic_low","c45-h48",0.0535,107,2000
31,4000,35,16,"heterogeneous","split","prognostic_low","c45-h48",0.0595,119,2000
32,8000,35,16,"heterogeneous","split","prognostic_low","c45-h48",0.066,132,2000
33,4000,70,16,"heterogeneous","split","prognostic_low","c45-h48",0.059,118,2000
34,8000,70,16,"heterogeneous","split","prognostic_low","c45-h48",0.0535,107,2000
35,4000,140,16,"heterogeneous","split","prognostic_low","c45-h48",0.0465,93,2000
36,8000,140,16,"heterogeneous","split","prognostic_low","c45-h48",0.036,72,2000
7,4000,35,16,"null","bonferroni","workability","c45-h48",0.003,6,2000
8,8000,35,16,"null","bonferroni","workability","c45-h48",0.002,4,2000
19,4000,35,16,"homogeneous","bonferroni","workability","c45-h48",0.002,4,2000
20,8000,35,16,"homogeneous","bonferroni","workability","c45-h48",0.002,4,2000
31,4000,35,16,"heterogeneous","bonferroni","workability","c45-h48",0.0015,3,2000
32,8000,35,16,"heterogeneous","bonferroni","workability","c45-h48",0.0035,7,2000
7,4000,35,16,"null","naive","workability","c45-h48",0.003,6,2000
8,8000,35,16,"null","naive","workability","c45-h48",0.002,4,2000
19,4000,35,16,"homogeneous","naive","workability","c45-h48",0.002,4,2000
20,8000,35,16,"homogeneous","naive","workability","c45-h48",0.002,4,2000
31,4000,35,16,"heterogeneous","naive","workability","c45-h48",0.0015,3,2000
32,8000,35,16,"heterogeneous","naive","workability","c45-h48",0.0035,7,2000
7,4000,35,16,"null","split","workability","c45-h48",0.0125,25,2000
8,8000,35,16,"null","split","workability","c45-h48",0.009,18,2000
19,4000,35,16,"homogeneous","split","workability","c45-h48",0.01,20,2000
20,8000,35,16,"homogeneous","split","workability","c45-h48",0.0105,21,2000
31,4000,35,16,"heterogeneous","split","workability","c45-h48",0.008,16,2000
32,8000,35,16,"heterogeneous","split","workability","c45-h48",0.006,12,2000
7,4000,35,16,"null","bonferroni","effect_seeking","c45-h60",0.0715,143,2000
8,8000,35,16,"null","bonferroni","effect_seeking","c45-h60",0.073,146,2000
9,4000,70,16,"null","bonferroni","effect_seeking","c45-h60",0.0675,135,2000
10,8000,70,16,"null","bonferroni","effect_seeking","c45-h60",0.0915,183,2000
11,4000,140,16,"null","bonferroni","effect_seeking","c45-h60",0.0855,171,2000
12,8000,140,16,"null","bonferroni","effect_seeking","c45-h60",0.081,162,2000
19,4000,35,16,"homogeneous","bonferroni","effect_seeking","c45-h60",0.1905,381,2000
20,8000,35,16,"homogeneous","bonferroni","effect_seeking","c45-h60",0.18,360,2000
21,4000,70,16,"homogeneous","bonferroni","effect_seeking","c45-h60",0.229,458,2000
22,8000,70,16,"homogeneous","bonferroni","effect_seeking","c45-h60",0.2325,465,2000
23,4000,140,16,"homogeneous","bonferroni","effect_seeking","c45-h60",0.2985,597,2000
24,8000,140,16,"homogeneous","bonferroni","effect_seeking","c45-h60",0.29,580,2000
31,4000,35,16,"heterogeneous","bonferroni","effect_seeking","c45-h60",0.1835,367,2000
32,8000,35,16,"heterogeneous","bonferroni","effect_seeking","c45-h60",0.2015,403,2000
33,4000,70,16,"heterogeneous","bonferroni","effect_seeking","c45-h60",0.252,504,2000
34,8000,70,16,"heterogeneous","bonferroni","effect_seeking","c45-h60",0.2555,511,2000
35,4000,140,16,"heterogeneous","bonferroni","effect_seeking","c45-h60",0.38,760,2000
36,8000,140,16,"heterogeneous","bonferroni","effect_seeking","c45-h60",0.3375,675,2000
7,4000,35,16,"null","naive","effect_seeking","c45-h60",0.0715,143,2000
8,8000,35,16,"null","naive","effect_seeking","c45-h60",0.073,146,2000
9,4000,70,16,"null","naive","effect_seeking","c45-h60",0.0675,135,2000
10,8000,70,16,"null","naive","effect_seeking","c45-h60",0.0915,183,2000
11,4000,140,16,"null","naive","effect_seeking","c45-h60",0.0855,171,2000
12,8000,140,16,"null","naive","effect_seeking","c45-h60",0.081,162,2000
19,4000,35,16,"homogeneous","naive","effect_seeking","c45-h60",0.1905,381,2000
20,8000,35,16,"homogeneous","naive","effect_seeking","c45-h60",0.18,360,2000
21,4000,70,16,"homogeneous","naive","effect_seeking","c45-h60",0.229,458,2000
22,8000,70,16,"homogeneous","naive","effect_seeking","c45-h60",0.2325,465,2000
23,4000,140,16,"homogeneous","naive","effect_seeking","c45-h60",0.2985,597,2000
24,8000,140,16,"homogeneous","naive","effect_seeking","c45-h60",0.29,580,2000
31,4000,35,16,"heterogeneous","naive","effect_seeking","c45-h60",0.1835,367,2000
32,8000,35,16,"heterogeneous","naive","effect_seeking","c45-h60",0.2015,403,2000
33,4000,70,16,"heterogeneous","naive","effect_seeking","c45-h60",0.252,504,2000
34,8000,70,16,"heterogeneous","naive","effect_seeking","c45-h60",0.2555,511,2000
35,4000,140,16,"heterogeneous","naive","effect_seeking","c45-h60",0.38,760,2000
36,8000,140,16,"heterogeneous","naive","effect_seeking","c45-h60",0.3375,675,2000
7,4000,35,16,"null","bonferroni","outcome_blinded","c45-h60",0.704,1408,2000
8,8000,35,16,"null","bonferroni","outcome_blinded","c45-h60",0.7265,1453,2000
9,4000,70,16,"null","bonferroni","outcome_blinded","c45-h60",0.707,1414,2000
10,8000,70,16,"null","bonferroni","outcome_blinded","c45-h60",0.712,1424,2000
11,4000,140,16,"null","bonferroni","outcome_blinded","c45-h60",0.7055,1411,2000
12,8000,140,16,"null","bonferroni","outcome_blinded","c45-h60",0.7055,1411,2000
19,4000,35,16,"homogeneous","bonferroni","outcome_blinded","c45-h60",0.7145,1429,2000
20,8000,35,16,"homogeneous","bonferroni","outcome_blinded","c45-h60",0.703,1406,2000
21,4000,70,16,"homogeneous","bonferroni","outcome_blinded","c45-h60",0.6985,1397,2000
22,8000,70,16,"homogeneous","bonferroni","outcome_blinded","c45-h60",0.7035,1407,2000
23,4000,140,16,"homogeneous","bonferroni","outcome_blinded","c45-h60",0.7305,1461,2000
24,8000,140,16,"homogeneous","bonferroni","outcome_blinded","c45-h60",0.6945,1389,2000
31,4000,35,16,"heterogeneous","bonferroni","outcome_blinded","c45-h60",0.7165,1433,2000
32,8000,35,16,"heterogeneous","bonferroni","outcome_blinded","c45-h60",0.706,1412,2000
33,4000,70,16,"heterogeneous","bonferroni","outcome_blinded","c45-h60",0.686,1372,2000
34,8000,70,16,"heterogeneous","bonferroni","outcome_blinded","c45-h60",0.714,1428,2000
35,4000,140,16,"heterogeneous","bonferroni","outcome_blinded","c45-h60",0.706,1412,2000
36,8000,140,16,"heterogeneous","bonferroni","outcome_blinded","c45-h60",0.7105,1421,2000
7,4000,35,16,"null","naive","outcome_blinded","c45-h60",0.704,1408,2000
8,8000,35,16,"null","naive","outcome_blinded","c45-h60",0.7265,1453,2000
9,4000,70,16,"null","naive","outcome_blinded","c45-h60",0.707,1414,2000
10,8000,70,16,"null","naive","outcome_blinded","c45-h60",0.712,1424,2000
11,4000,140,16,"null","naive","outcome_blinded","c45-h60",0.7055,1411,2000
12,8000,140,16,"null","naive","outcome_blinded","c45-h60",0.7055,1411,2000
19,4000,35,16,"homogeneous","naive","outcome_blinded","c45-h60",0.7145,1429,2000
20,8000,35,16,"homogeneous","naive","outcome_blinded","c45-h60",0.703,1406,2000
21,4000,70,16,"homogeneous","naive","outcome_blinded","c45-h60",0.6985,1397,2000
22,8000,70,16,"homogeneous","naive","outcome_blinded","c45-h60",0.7035,1407,2000
23,4000,140,16,"homogeneous","naive","outcome_blinded","c45-h60",0.7305,1461,2000
24,8000,140,16,"homogeneous","naive","outcome_blinded","c45-h60",0.6945,1389,2000
31,4000,35,16,"heterogeneous","naive","outcome_blinded","c45-h60",0.7165,1433,2000
32,8000,35,16,"heterogeneous","naive","outcome_blinded","c45-h60",0.706,1412,2000
33,4000,70,16,"heterogeneous","naive","outcome_blinded","c45-h60",0.686,1372,2000
34,8000,70,16,"heterogeneous","naive","outcome_blinded","c45-h60",0.714,1428,2000
35,4000,140,16,"heterogeneous","naive","outcome_blinded","c45-h60",0.706,1412,2000
36,8000,140,16,"heterogeneous","naive","outcome_blinded","c45-h60",0.7105,1421,2000
7,4000,35,16,"null","bonferroni","prognostic_high","c45-h60",0.2985,597,2000
8,8000,35,16,"null","bonferroni","prognostic_high","c45-h60",0.2715,543,2000
9,4000,70,16,"null","bonferroni","prognostic_high","c45-h60",0.348,696,2000
10,8000,70,16,"null","bonferroni","prognostic_high","c45-h60",0.3395,679,2000
11,4000,140,16,"null","bonferroni","prognostic_high","c45-h60",0.4205,841,2000
12,8000,140,16,"null","bonferroni","prognostic_high","c45-h60",0.411,822,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_high","c45-h60",0.254,508,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_high","c45-h60",0.2415,483,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_high","c45-h60",0.321,642,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_high","c45-h60",0.335,670,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_high","c45-h60",0.3875,775,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_high","c45-h60",0.4,800,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_high","c45-h60",0.2495,499,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_high","c45-h60",0.2535,507,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_high","c45-h60",0.32,640,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_high","c45-h60",0.3265,653,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_high","c45-h60",0.3525,705,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_high","c45-h60",0.3525,705,2000
7,4000,35,16,"null","naive","prognostic_high","c45-h60",0.2985,597,2000
8,8000,35,16,"null","naive","prognostic_high","c45-h60",0.2715,543,2000
9,4000,70,16,"null","naive","prognostic_high","c45-h60",0.348,696,2000
10,8000,70,16,"null","naive","prognostic_high","c45-h60",0.3395,679,2000
11,4000,140,16,"null","naive","prognostic_high","c45-h60",0.4205,841,2000
12,8000,140,16,"null","naive","prognostic_high","c45-h60",0.411,822,2000
19,4000,35,16,"homogeneous","naive","prognostic_high","c45-h60",0.254,508,2000
20,8000,35,16,"homogeneous","naive","prognostic_high","c45-h60",0.2415,483,2000
21,4000,70,16,"homogeneous","naive","prognostic_high","c45-h60",0.321,642,2000
22,8000,70,16,"homogeneous","naive","prognostic_high","c45-h60",0.335,670,2000
23,4000,140,16,"homogeneous","naive","prognostic_high","c45-h60",0.3875,775,2000
24,8000,140,16,"homogeneous","naive","prognostic_high","c45-h60",0.4,800,2000
31,4000,35,16,"heterogeneous","naive","prognostic_high","c45-h60",0.2495,499,2000
32,8000,35,16,"heterogeneous","naive","prognostic_high","c45-h60",0.2535,507,2000
33,4000,70,16,"heterogeneous","naive","prognostic_high","c45-h60",0.32,640,2000
34,8000,70,16,"heterogeneous","naive","prognostic_high","c45-h60",0.3265,653,2000
35,4000,140,16,"heterogeneous","naive","prognostic_high","c45-h60",0.3525,705,2000
36,8000,140,16,"heterogeneous","naive","prognostic_high","c45-h60",0.3525,705,2000
7,4000,35,16,"null","split","prognostic_high","c45-h60",0.2135,427,2000
8,8000,35,16,"null","split","prognostic_high","c45-h60",0.214,428,2000
9,4000,70,16,"null","split","prognostic_high","c45-h60",0.2695,539,2000
10,8000,70,16,"null","split","prognostic_high","c45-h60",0.291,582,2000
11,4000,140,16,"null","split","prognostic_high","c45-h60",0.357,714,2000
12,8000,140,16,"null","split","prognostic_high","c45-h60",0.3245,649,2000
19,4000,35,16,"homogeneous","split","prognostic_high","c45-h60",0.1925,385,2000
20,8000,35,16,"homogeneous","split","prognostic_high","c45-h60",0.177,354,2000
21,4000,70,16,"homogeneous","split","prognostic_high","c45-h60",0.268,536,2000
22,8000,70,16,"homogeneous","split","prognostic_high","c45-h60",0.25,500,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c45-h60",0.313,626,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c45-h60",0.3335,667,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c45-h60",0.1915,383,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c45-h60",0.2065,413,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c45-h60",0.263,526,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c45-h60",0.2625,525,2000
35,4000,140,16,"heterogeneous","split","prognostic_high","c45-h60",0.2975,595,2000
36,8000,140,16,"heterogeneous","split","prognostic_high","c45-h60",0.2975,595,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c45-h60",0.333,666,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c45-h60",0.315,630,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c45-h60",0.4795,959,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c45-h60",0.483,966,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c45-h60",0.637,1274,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c45-h60",0.655,1310,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c45-h60",0.2805,561,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c45-h60",0.2835,567,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c45-h60",0.4155,831,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c45-h60",0.411,822,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c45-h60",0.552,1104,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c45-h60",0.569,1138,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c45-h60",0.351,702,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c45-h60",0.315,630,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c45-h60",0.4585,917,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c45-h60",0.4495,899,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c45-h60",0.618,1236,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_low","c45-h60",0.6225,1245,2000
7,4000,35,16,"null","naive","prognostic_low","c45-h60",0.333,666,2000
8,8000,35,16,"null","naive","prognostic_low","c45-h60",0.315,630,2000
9,4000,70,16,"null","naive","prognostic_low","c45-h60",0.4795,959,2000
10,8000,70,16,"null","naive","prognostic_low","c45-h60",0.483,966,2000
11,4000,140,16,"null","naive","prognostic_low","c45-h60",0.637,1274,2000
12,8000,140,16,"null","naive","prognostic_low","c45-h60",0.655,1310,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c45-h60",0.2805,561,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c45-h60",0.2835,567,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c45-h60",0.4155,831,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c45-h60",0.411,822,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c45-h60",0.552,1104,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c45-h60",0.569,1138,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c45-h60",0.351,702,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c45-h60",0.315,630,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c45-h60",0.4585,917,2000
